Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2006,11,Louisville,3,8-1,25,Away,Rutgers,15,9-0,28,Home
2006,11,Wyoming,99,5-6,7,Away,BYU,25,8-2,55,Home
2006,11,Ohio State,1,11-0,54,Away,Northwestern,99,3-8,10,Home
2006,11,Michigan,2,11-0,34,Away,Indiana,99,5-6,3,Home
2006,11,Texas,4,9-2,42,Away,Kansas State,99,7-4,45,Home
2006,11,Georgia,99,7-4,37,Away,Auburn,5,9-2,15,Home
2006,11,South Carolina,99,5-5,16,Away,Florida,6,9-1,17,Home
2006,11,Oregon,21,7-3,10,Away,USC,7,8-1,35,Home
2006,11,California,8,8-2,20,Away,Arizona,99,5-5,24,Home
2006,11,Notre Dame,9,9-1,39,Away,Air Force,99,4-5,17,Home
2006,11,Cincinnati,99,5-5,24,Away,West Virginia,10,8-1,42,Home
2006,11,Tennessee,13,7-3,14,Away,Arkansas,11,9-1,31,Home
2006,11,Alabama,99,6-5,14,Away,LSU,12,8-2,28,Home
2006,11,Boise State,14,10-0,23,Away,San José State,99,6-3,20,Home
2006,11,Wisconsin,16,10-1,24,Away,Iowa,99,6-5,21,Home
2006,11,Texas Tech,99,6-5,24,Away,Oklahoma,17,8-2,34,Home
2006,11,Wake Forest,18,9-1,30,Away,Florida State,99,5-5,0,Home
2006,11,Georgia Tech,19,8-2,7,Away,North Carolina,99,1-9,0,Home
2006,11,Kent State,99,5-5,0,Away,Virginia Tech,20,8-2,23,Home
2006,11,Duke,99,0-10,7,Away,Boston College,22,8-2,28,Home
2006,11,Miami,99,5-5,13,Away,Maryland,23,8-2,14,Home
2006,11,Nebraska,99,8-3,28,Away,Texas A&M,24,8-3,27,Home
