Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2015,4,Stanford,21,3-1,42,Away,Oregon State,99,2-2,24,Home
2015,4,Western Michigan,99,1-3,12,Away,Ohio State,1,4-0,38,Home
2015,4,Central Michigan,99,1-3,10,Away,Michigan State,2,4-0,30,Home
2015,4,TCU,3,4-0,55,Away,Texas Tech,99,3-1,52,Home
2015,4,Vanderbilt,99,1-3,16,Away,Ole Miss,3,4-0,27,Home
2015,4,Rice,99,2-2,17,Away,Baylor,5,3-0,70,Home
2015,4,Massachusetts,99,0-3,27,Away,Notre Dame,6,4-0,62,Home
2015,4,Southern,99,2-2,6,Away,Georgia,7,4-0,48,Home
2015,4,LSU,8,3-0,34,Away,Syracuse,99,3-1,24,Home
2015,4,UCLA,9,4-0,56,Away,Arizona,16,3-1,30,Home
2015,4,Louisiana Monroe,99,1-2,0,Away,Alabama,12,3-1,34,Home
2015,4,Utah,18,4-0,62,Away,Oregon,13,2-2,20,Home
2015,4,Texas A&M,14,4-0,28,Away,Arkansas,99,1-3,21,Home
2015,4,Ball State,99,2-2,19,Away,Northwestern,17,4-0,24,Home
2015,4,USC,19,3-1,42,Away,Arizona State,99,2-2,14,Home
2015,4,Georgia Tech,20,2-2,20,Away,Duke,99,3-1,34,Home
2015,4,BYU,22,2-2,0,Away,Michigan,99,3-1,31,Home
2015,4,Hawaii,99,2-2,0,Away,Wisconsin,22,3-1,28,Home
2015,4,Oklahoma State,24,4-0,30,Away,Texas,99,1-3,27,Home
2015,4,Missouri,25,3-1,13,Away,Kentucky,99,3-1,21,Home
