Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2014,13,Kansas State,12,8-2,26,Away,West Virginia,99,6-5,20,Home
2014,13,Western Carolina,99,7-5,14,Away,Alabama,1,10-1,48,Home
2014,13,Colorado,99,2-9,10,Away,Oregon,2,10-1,44,Home
2014,13,Boston College,99,6-5,17,Away,Florida State,3,11-0,20,Home
2014,13,Vanderbilt,99,3-8,0,Away,Mississippi State,4,10-1,51,Home
2014,13,Indiana,99,3-8,27,Away,Ohio State,6,10-1,42,Home
2014,13,Oklahoma State,99,5-6,28,Away,Baylor,7,9-1,49,Home
2014,13,Ole Miss,8,8-3,0,Away,Arkansas,99,6-5,30,Home
2014,13,USC,19,7-4,20,Away,UCLA,9,9-2,38,Home
2014,13,Charleston Southern,99,8-4,9,Away,Georgia,10,9-2,55,Home
2014,13,Rutgers,99,6-5,3,Away,Michigan State,11,9-2,45,Home
2014,13,Washington State,99,3-8,31,Away,Arizona State,13,9-2,52,Home
2014,13,Samford,99,7-4,7,Away,Auburn,14,8-3,31,Home
2014,13,Arizona,15,9-2,42,Away,Utah,17,7-4,10,Home
2014,13,Wisconsin,16,9-2,26,Away,Iowa,99,7-4,24,Home
2014,13,Missouri,20,9-2,29,Away,Tennessee,99,5-6,21,Home
2014,13,Kansas,99,3-8,7,Away,Oklahoma,21,8-3,44,Home
2014,13,Georgia State,99,1-10,0,Away,Clemson,22,8-3,28,Home
2014,13,Minnesota,25,8-3,28,Away,Nebraska,23,8-3,24,Home
2014,13,Louisville,24,8-3,31,Away,Notre Dame,99,7-4,28,Home
