Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2014,1,Texas A&M,21,1-0,52,Away,South Carolina,9,0-1,28,Home
2014,1,Boise State,99,0-1,13,Away,Ole Miss,18,1-0,35,Home
2014,1,Weber State,99,0-1,14,Away,Arizona State,19,1-0,45,Home
2014,1,Jacksonville State,99,0-1,7,Away,Michigan State,8,1-0,45,Home
2014,1,Florida State,1,1-0,37,Away,Oklahoma State,99,0-1,31,Home
2014,1,West Virginia,99,0-1,23,Away,Alabama,2,1-0,33,Home
2014,1,South Dakota,99,0-1,13,Away,Oregon,3,1-0,62,Home
2014,1,Louisiana Tech,99,0-1,16,Away,Oklahoma,4,1-0,48,Home
2014,1,Ohio State,5,1-0,34,Away,Navy,99,0-1,17,Home
2014,1,Arkansas,99,0-1,21,Away,Auburn,6,1-0,45,Home
2014,1,UCLA,7,1-0,28,Away,Virginia,99,0-1,20,Home
2014,1,UC Davis,99,0-1,0,Away,Stanford,11,1-0,45,Home
2014,1,Clemson,16,0-1,21,Away,Georgia,12,1-0,45,Home
2014,1,Wisconsin,14,0-1,24,Away,LSU,13,1-0,28,Home
2014,1,Fresno State,99,0-1,13,Away,USC,15,1-0,52,Home
2014,1,Rice,99,0-1,17,Away,Notre Dame,17,1-0,48,Home
2014,1,Stephen F Austin,99,0-1,16,Away,Kansas State,20,1-0,55,Home
2014,1,Florida Atlantic,99,0-1,7,Away,Nebraska,22,1-0,55,Home
2014,1,Liberty,99,0-1,29,Away,North Carolina,23,1-0,56,Home
2014,1,South Dakota State,99,0-1,18,Away,Missouri,24,1-0,38,Home
2014,1,Washington,25,1-0,17,Away,Hawaii,99,0-1,16,Home
2014,1,SMU,99,0-1,0,Away,Baylor,10,1-0,45,Home
