Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2004,6,Utah,14,5-0,28,Away,New Mexico,99,2-3,7,Home
2004,6,Texas Tech,99,3-2,13,Away,Oklahoma,2,4-0,28,Home
2004,6,LSU,13,3-2,16,Away,Georgia,3,4-0,45,Home
2004,6,Miami,4,4-0,27,Away,Georgia Tech,99,2-2,3,Home
2004,6,Baylor,99,2-2,14,Away,Texas,5,4-0,44,Home
2004,6,West Virginia,6,4-1,13,Away,Virginia Tech,99,3-2,19,Home
2004,6,Ohio State,7,3-1,27,Away,Northwestern,99,2-3,33,Home
2004,6,Auburn,8,5-0,34,Away,Tennessee,10,3-1,10,Home
2004,6,North Carolina,99,2-3,16,Away,Florida State,9,3-1,38,Home
2004,6,California,10,3-0,49,Away,Oregon State,99,1-4,7,Home
2004,6,Purdue,15,4-0,41,Away,Notre Dame,99,3-2,16,Home
2004,6,Arkansas,99,3-2,30,Away,Florida,16,3-1,45,Home
2004,6,Fresno State,17,3-1,21,Away,Louisiana Tech,99,3-2,28,Home
2004,6,Penn State,99,2-3,7,Away,Minnesota,18,5-0,16,Home
2004,6,Michigan,19,4-1,35,Away,Indiana,99,2-3,14,Home
2004,6,Illinois,99,2-3,7,Away,Wisconsin,20,5-0,24,Home
2004,6,Arizona State,21,5-0,28,Away,Oregon,99,1-3,13,Home
2004,6,East Carolina,99,0-4,7,Away,Louisville,22,4-0,59,Home
2004,6,SMU,99,1-4,20,Away,Boise State,23,5-0,38,Home
2004,6,Iowa State,99,2-2,7,Away,Oklahoma State,25,4-0,36,Home
