Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2012,6,USC,13,4-1,38,Away,Utah,99,2-3,28,Home
2012,6,Washington,23,3-2,21,Away,Oregon,2,6-0,52,Home
2012,6,Florida State,3,5-1,16,Away,NC State,99,4-2,17,Home
2012,6,LSU,4,5-1,6,Away,Florida,10,5-0,14,Home
2012,6,Georgia,5,5-1,7,Away,South Carolina,6,6-0,35,Home
2012,6,Kansas,99,1-4,16,Away,Kansas State,7,5-0,56,Home
2012,6,West Virginia,8,5-0,48,Away,Texas,11,4-1,45,Home
2012,6,Miami,99,4-2,3,Away,Notre Dame,9,5-0,41,Home
2012,6,Nebraska,21,4-2,38,Away,Ohio State,12,6-0,63,Home
2012,6,Washington State,99,2-4,6,Away,Oregon State,14,4-0,19,Home
2012,6,Georgia Tech,99,2-4,31,Away,Clemson,15,5-1,47,Home
2012,6,Iowa State,99,4-1,37,Away,TCU,15,4-1,23,Home
2012,6,Oklahoma,17,3-1,41,Away,Texas Tech,99,4-1,20,Home
2012,6,Arizona,99,3-3,48,Away,Stanford,18,4-1,54,Home
2012,6,Mississippi State,20,5-0,27,Away,Kentucky,99,1-5,14,Home
2012,6,Connecticut,99,3-3,3,Away,Rutgers,22,5-0,19,Home
2012,6,Northwestern,24,5-1,28,Away,Penn State,99,4-2,39,Home
2012,6,UCLA,25,4-2,17,Away,California,99,2-4,43,Home
