Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2002,15,Texas A&M,99,6-6,20,Away,Texas,10,10-2,50,Home
2002,15,Colorado,13,9-3,28,Away,Nebraska,99,7-6,13,Home
2002,15,LSU,18,8-4,20,Away,Arkansas,99,9-3,21,Home
2002,15,Miami,1,11-0,49,Away,Syracuse,99,4-8,7,Home
2002,15,Oklahoma,3,10-2,28,Away,Oklahoma State,99,7-5,38,Home
2002,15,Georgia Tech,99,7-5,7,Away,Georgia,5,11-1,51,Home
2002,15,Notre Dame,7,10-2,13,Away,USC,6,10-2,44,Home
2002,15,Alabama,14,10-3,21,Away,Hawaii,99,9-3,16,Home
2002,15,Florida,15,8-4,14,Away,Florida State,23,9-4,31,Home
2002,15,UNLV,99,5-7,36,Away,Colorado State,16,10-3,33,Home
2002,15,West Virginia,24,9-3,24,Away,Pittsburgh,17,8-4,17,Home
2002,15,Virginia,99,8-5,9,Away,Virginia Tech,22,9-3,21,Home
2002,15,Wake Forest,99,6-6,14,Away,Maryland,25,10-3,32,Home
