Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2008,1,Wake Forest,23,1-0,41,Away,Baylor,99,0-1,13,Home
2008,1,Georgia Southern,99,0-1,21,Away,Georgia,1,1-0,45,Home
2008,1,Youngstown State,99,0-1,0,Away,Ohio State,2,1-0,43,Home
2008,1,USC,3,1-0,52,Away,Virginia,99,0-1,7,Home
2008,1,Chattanooga,99,0-1,2,Away,Oklahoma,4,1-0,57,Home
2008,1,Hawaii,99,0-1,10,Away,Florida,5,1-0,56,Home
2008,1,Illinois,20,0-1,42,Away,Missouri,6,1-0,52,Home
2008,1,Appalachian State,99,0-1,13,Away,LSU,7,1-0,41,Home
2008,1,Villanova,99,0-1,21,Away,West Virginia,8,1-0,48,Home
2008,1,Alabama,24,1-0,34,Away,Clemson,9,0-1,10,Home
2008,1,Louisiana Monroe,99,0-1,0,Away,Auburn,10,1-0,34,Home
2008,1,Florida Atlantic,99,0-1,10,Away,Texas,11,1-0,52,Home
2008,1,Eastern Washington,99,0-1,24,Away,Texas Tech,12,1-0,49,Home
2008,1,Akron,99,0-1,17,Away,Wisconsin,13,1-0,38,Home
2008,1,Florida Intl,99,0-1,10,Away,Kansas,14,1-0,40,Home
2008,1,Northern Arizona,99,0-1,13,Away,Arizona State,15,1-0,30,Home
2008,1,Northern Iowa,99,0-1,17,Away,BYU,16,1-0,41,Home
2008,1,Virginia Tech,17,0-1,22,Away,East Carolina,99,1-0,27,Home
2008,1,Tennessee-Martin,99,0-1,7,Away,South Florida,19,1-0,56,Home
2008,1,Washington,99,0-1,10,Away,Oregon,21,1-0,44,Home
2008,1,Coastal Carolina,99,0-1,10,Away,Penn State,22,1-0,66,Home
2008,1,Bowling Green,99,1-0,27,Away,Pittsburgh,25,0-1,17,Home
2008,1,Tennessee,18,0-1,24,Away,UCLA,99,1-0,27,Home
