Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2004,12,TCU,99,4-5,28,Away,Louisville,12,7-1,55,Home
2004,12,Florida State,11,8-2,17,Away,NC State,99,4-6,10,Home
2004,12,Arizona,99,2-8,9,Away,USC,1,10-0,49,Home
2004,12,Nebraska,99,5-5,3,Away,Oklahoma,2,10-0,30,Home
2004,12,Georgia,8,8-2,6,Away,Auburn,3,10-0,24,Home
2004,12,Wisconsin,4,9-1,14,Away,Michigan State,99,5-5,49,Home
2004,12,California,5,8-1,42,Away,Washington,99,1-9,12,Home
2004,12,Texas,6,9-1,27,Away,Kansas,99,3-7,23,Home
2004,12,Utah,7,10-0,45,Away,Wyoming,99,6-4,28,Home
2004,12,Northwestern,99,5-5,20,Away,Michigan,9,9-1,42,Home
2004,12,Miami,18,7-2,31,Away,Virginia,10,7-2,21,Home
2004,12,Boston College,21,7-2,36,Away,West Virginia,13,8-2,17,Home
2004,12,Boise State,14,9-0,56,Away,San José State,99,2-7,49,Home
2004,12,Alabama,99,6-4,10,Away,LSU,17,7-2,26,Home
2004,12,Iowa,19,8-2,29,Away,Minnesota,99,6-5,27,Home
2004,12,Washington State,99,4-6,28,Away,Arizona State,20,8-2,45,Home
2004,12,Texas Tech,99,6-4,25,Away,Texas A&M,22,7-3,32,Home
2004,12,Rice,99,3-7,28,Away,UTEP,23,7-2,35,Home
2004,12,Pittsburgh,99,6-3,41,Away,Notre Dame,24,6-4,38,Home
2004,12,Baylor,99,3-7,21,Away,Oklahoma State,25,7-3,49,Home
