Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2003,6,Nebraska,15,4-0,38,Away,Southern Mississippi,99,2-2,14,Home
2003,6,USC,3,3-1,31,Away,California,99,3-3,34,Home
2003,6,Northwestern,99,2-3,0,Away,Ohio State,4,5-0,20,Home
2003,6,Connecticut,99,3-2,13,Away,Virginia Tech,5,4-0,47,Home
2003,6,Florida State,6,5-0,56,Away,Duke,99,2-3,7,Home
2003,6,LSU,7,5-0,41,Away,Mississippi State,99,0-4,6,Home
2003,6,South Carolina,99,3-2,20,Away,Tennessee,8,4-0,23,Home
2003,6,Arkansas,9,4-0,34,Away,Alabama,99,2-3,31,Home
2003,6,Washington State,21,4-1,55,Away,Oregon,10,4-1,16,Home
2003,6,Indiana,99,1-4,17,Away,Michigan,11,4-1,31,Home
2003,6,Iowa,13,4-1,10,Away,Michigan State,99,4-1,20,Home
2003,6,Tulane,99,3-2,18,Away,Texas,14,3-1,63,Home
2003,6,Pittsburgh,17,3-1,37,Away,Texas A&M,99,2-2,26,Home
2003,6,Stanford,99,2-1,17,Away,Washington,18,3-1,28,Home
2003,6,TCU,19,4-0,13,Away,Arizona,99,1-4,10,Home
2003,6,Iowa State,99,2-2,16,Away,Northern Illinois,20,4-0,24,Home
2003,6,Notre Dame,99,1-3,10,Away,Purdue,22,3-1,23,Home
2003,6,Missouri,23,4-1,14,Away,Kansas,99,4-1,35,Home
2003,6,Minnesota,24,5-0,20,Away,Penn State,99,2-3,14,Home
2003,6,Florida,25,3-2,24,Away,Kentucky,99,2-3,21,Home
