Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2014,14,TCU,5,10-1,48,Away,Texas,99,6-6,10,Home
2014,14,Stanford,99,7-5,31,Away,UCLA,8,9-3,10,Home
2014,14,Arizona State,13,9-3,35,Away,Arizona,11,10-2,42,Home
2014,14,Arkansas,99,6-6,14,Away,Missouri,17,10-2,21,Home
2014,14,Western Kentucky,99,7-5,67,Away,Marshall,24,11-1,66,Home
2014,14,Auburn,15,8-4,44,Away,Alabama,1,11-1,55,Home
2014,14,Oregon,2,11-1,47,Away,Oregon State,99,5-7,19,Home
2014,14,Florida,99,6-5,19,Away,Florida State,3,12-0,24,Home
2014,14,Mississippi State,4,10-2,17,Away,Ole Miss,19,9-3,31,Home
2014,14,Michigan,99,5-7,28,Away,Ohio State,6,11-1,42,Home
2014,14,Baylor,7,10-1,48,Away,Texas Tech,99,4-8,46,Home
2014,14,Georgia Tech,16,10-2,30,Away,Georgia,9,9-3,24,Home
2014,14,Michigan State,10,10-2,34,Away,Penn State,99,6-6,10,Home
2014,14,Kansas,99,3-9,13,Away,Kansas State,12,9-2,51,Home
2014,14,Minnesota,18,8-4,24,Away,Wisconsin,14,10-2,34,Home
2014,14,South Carolina,99,6-6,17,Away,Clemson,21,9-3,35,Home
2014,14,Kentucky,99,5-7,40,Away,Louisville,22,9-3,44,Home
2014,14,Utah State,99,9-4,19,Away,Boise State,23,10-2,50,Home
2014,14,Utah,25,8-4,38,Away,Colorado,99,2-10,34,Home
