Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2012,1,South Carolina,9,1-0,17,Away,Vanderbilt,99,0-1,13,Home
2012,1,Boise State,24,0-1,13,Away,Michigan State,13,1-0,17,Home
2012,1,San José State,99,0-1,17,Away,Stanford,21,1-0,20,Home
2012,1,Hawai'i,99,0-1,10,Away,USC,1,1-0,49,Home
2012,1,Michigan,8,0-1,14,Away,Alabama,2,1-0,41,Home
2012,1,North Texas,99,0-1,14,Away,LSU,3,1-0,41,Home
2012,1,Oklahoma,4,1-0,24,Away,UTEP,99,0-1,7,Home
2012,1,Arkansas State,99,0-1,34,Away,Oregon,5,1-0,57,Home
2012,1,Buffalo,99,0-1,23,Away,Georgia,6,1-0,45,Home
2012,1,Murray State,99,0-1,3,Away,Florida State,7,1-0,69,Home
2012,1,Jacksonville State,99,0-1,24,Away,Arkansas,10,1-0,49,Home
2012,1,Marshall,99,0-1,34,Away,West Virginia,11,1-0,69,Home
2012,1,Northern Iowa,99,0-1,21,Away,Wisconsin,12,1-0,26,Home
2012,1,Clemson,14,1-0,26,Away,Auburn,99,0-1,19,Home
2012,1,Wyoming,99,0-1,17,Away,Texas,15,1-0,37,Home
2012,1,Southern Mississippi,99,0-1,20,Away,Nebraska,17,1-0,49,Home
2012,1,Miami (OH),99,0-1,10,Away,Ohio State,18,1-0,56,Home
2012,1,Savannah State,99,0-1,0,Away,Oklahoma State,19,1-0,84,Home
2012,1,Missouri State,99,0-1,9,Away,Kansas State,22,1-0,51,Home
2012,1,Bowling Green,99,0-1,14,Away,Florida,23,1-0,27,Home
2012,1,Kentucky,99,0-1,14,Away,Louisville,25,1-0,32,Home
2012,1,Georgia Tech,99,0-1,17,Away,Virginia Tech,16,1-0,20,Home
