Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2007,12,Oregon,2,8-2,24,Away,Arizona,99,5-6,34,Home
2007,12,Hawaii,16,10-0,28,Away,Nevada,99,5-5,26,Home
2007,12,LSU,1,10-1,41,Away,Ole Miss,99,3-8,24,Home
2007,12,Iowa State,99,3-9,7,Away,Kansas,3,11-0,45,Home
2007,12,Oklahoma,4,9-2,27,Away,Texas Tech,99,8-4,34,Home
2007,12,Missouri,5,10-1,49,Away,Kansas State,99,5-6,32,Home
2007,12,West Virginia,6,9-1,28,Away,Cincinnati,22,8-3,23,Home
2007,12,Ohio State,7,11-1,14,Away,Michigan,21,8-4,3,Home
2007,12,Kentucky,23,7-4,13,Away,Georgia,9,9-2,24,Home
2007,12,Miami,99,5-6,14,Away,Virginia Tech,10,9-2,44,Home
2007,12,Florida Atlantic,99,5-5,20,Away,Florida,12,8-3,59,Home
2007,12,Boston College,17,9-2,20,Away,Clemson,15,8-3,17,Home
2007,12,Idaho,99,1-10,14,Away,Boise State,18,10-1,58,Home
2007,12,Northwestern,99,6-6,22,Away,Illinois,19,9-3,41,Home
2007,12,Vanderbilt,99,5-6,24,Away,Tennessee,20,8-3,25,Home
2007,12,Syracuse,99,2-9,7,Away,Connecticut,24,9-2,30,Home
2007,12,Wisconsin,25,9-3,41,Away,Minnesota,99,1-11,34,Home
