Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2012,11,Ball State,99,7-3,34,Away,Toledo,25,8-2,27,Home
2012,11,Florida State,10,9-1,28,Away,Virginia Tech,99,4-6,22,Home
2012,11,Texas A&M,15,8-2,29,Away,Alabama,1,9-1,24,Home
2012,11,Kansas State,2,10-0,23,Away,TCU,99,6-4,10,Home
2012,11,Oregon,3,10-0,59,Away,California,99,3-8,17,Home
2012,11,Notre Dame,4,10-0,21,Away,Boston College,99,2-8,6,Home
2012,11,Georgia,5,9-1,38,Away,Auburn,99,2-8,0,Home
2012,11,Louisiana Lafayette,99,5-4,20,Away,Florida,6,9-1,27,Home
2012,11,Mississippi State,21,7-3,17,Away,LSU,7,8-2,37,Home
2012,11,Arkansas,99,4-6,20,Away,South Carolina,8,8-2,38,Home
2012,11,Louisville,9,9-1,26,Away,Syracuse,99,5-5,45,Home
2012,11,Oregon State,11,7-2,23,Away,Stanford,14,8-2,27,Home
2012,11,Baylor,99,4-5,34,Away,Oklahoma,12,7-2,42,Home
2012,11,Maryland,99,4-6,10,Away,Clemson,13,9-1,45,Home
2012,11,Penn State,99,6-4,23,Away,Nebraska,16,8-2,32,Home
2012,11,Iowa State,99,5-5,7,Away,Texas,17,8-2,33,Home
2012,11,UCLA,18,8-2,44,Away,Washington State,99,2-8,36,Home
2012,11,Arizona State,99,5-5,17,Away,USC,19,7-3,38,Home
2012,11,Louisiana Tech,20,9-1,62,Away,Texas State,99,3-6,55,Home
2012,11,Kansas,99,1-9,34,Away,Texas Tech,22,7-3,41,Home
2012,11,Army,99,2-8,7,Away,Rutgers,23,8-1,28,Home
2012,11,Northwestern,24,7-3,31,Away,Michigan,99,7-3,38,Home
