Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2010,9,Louisiana Tech,99,3-5,20,Away,Boise State,3,7-0,49,Home
2010,9,Florida State,16,6-2,24,Away,NC State,99,6-2,28,Home
2010,9,Auburn,1,9-0,51,Away,Ole Miss,99,3-5,31,Home
2010,9,Oregon,2,8-0,53,Away,USC,99,5-3,32,Home
2010,9,TCU,4,9-0,48,Away,UNLV,99,1-7,6,Home
2010,9,Michigan State,5,8-1,6,Away,Iowa,18,6-2,37,Home
2010,9,Missouri,6,7-1,17,Away,Nebraska,14,7-1,31,Home
2010,9,Utah,8,8-0,28,Away,Air Force,99,5-4,23,Home
2010,9,Colorado,99,3-5,10,Away,Oklahoma,9,7-1,43,Home
2010,9,Ohio State,11,8-1,52,Away,Minnesota,99,1-8,10,Home
2010,9,Stanford,13,7-1,41,Away,Washington,99,3-5,0,Home
2010,9,Arizona,15,7-1,29,Away,UCLA,99,3-5,21,Home
2010,9,Oklahoma State,17,7-1,24,Away,Kansas State,99,5-3,14,Home
2010,9,Vanderbilt,99,2-6,14,Away,Arkansas,19,6-2,49,Home
2010,9,Tennessee,99,2-6,24,Away,South Carolina,20,6-2,38,Home
2010,9,Kentucky,99,4-5,17,Away,Mississippi State,21,7-2,24,Home
2010,9,Miami,22,5-3,19,Away,Virginia,99,4-4,24,Home
2010,9,Utah State,99,2-6,42,Away,Nevada,24,7-1,56,Home
2010,9,Baylor,25,7-2,30,Away,Texas,99,4-4,22,Home
