Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2015,11,Clemson,1,10-0,37,Away,Syracuse,99,3-7,27,Home
2015,11,Alabama,2,9-1,31,Away,Mississippi State,17,7-3,6,Home
2015,11,Ohio State,3,10-0,28,Away,Illinois,99,5-5,3,Home
2015,11,Wake Forest,99,3-7,7,Away,Notre Dame,4,9-1,28,Home
2015,11,Minnesota,99,4-6,35,Away,Iowa,5,10-0,40,Home
2015,11,Oklahoma,12,9-1,44,Away,Baylor,6,8-1,34,Home
2015,11,Oregon,99,7-3,38,Away,Stanford,7,8-2,36,Home
2015,11,Oklahoma State,8,10-0,35,Away,Iowa State,99,3-7,31,Home
2015,11,Arkansas,99,6-4,31,Away,LSU,9,7-2,14,Home
2015,11,Utah,10,8-2,30,Away,Arizona,99,6-5,37,Home
2015,11,Florida,11,9-1,24,Away,South Carolina,99,3-7,14,Home
2015,11,Maryland,99,2-8,7,Away,Michigan State,13,9-1,24,Home
2015,11,Michigan,14,8-2,48,Away,Indiana,99,4-6,41,Home
2015,11,Kansas,99,0-10,17,Away,TCU,15,9-1,23,Home
2015,11,NC State,99,6-4,17,Away,Florida State,16,8-2,34,Home
2015,11,Purdue,99,2-8,14,Away,Northwestern,18,8-2,21,Home
2015,11,Washington State,99,7-3,31,Away,UCLA,19,7-3,27,Home
2015,11,SMU,99,1-9,14,Away,Navy,20,8-1,55,Home
2015,11,Memphis,21,8-2,34,Away,Houston,24,10-0,35,Home
2015,11,Temple,22,8-2,23,Away,South Florida,99,6-4,44,Home
2015,11,Miami,99,6-4,21,Away,North Carolina,23,9-1,59,Home
