Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2002,2,Oklahoma,1,1-0,37,Away,Tulsa,99,0-1,0,Home
2002,2,Florida A&M,99,0-1,17,Away,Miami,1,1-0,63,Home
2002,2,North Texas,99,0-1,0,Away,Texas,3,1-0,27,Home
2002,2,Wyoming,99,0-1,7,Away,Tennessee,4,1-0,47,Home
2002,2,Virginia,99,0-2,19,Away,Florida State,5,2-0,40,Home
2002,2,UAB,99,0-1,3,Away,Florida,6,1-0,51,Home
2002,2,Colorado State,99,2-0,19,Away,Colorado,7,0-1,14,Home
2002,2,Clemson,99,0-1,28,Away,Georgia,8,1-0,31,Home
2002,2,Troy,99,0-1,16,Away,Nebraska,9,2-0,31,Home
2002,2,Washington,11,0-1,29,Away,Michigan,13,1-0,31,Home
2002,2,Nevada,99,0-1,7,Away,Washington State,12,1-0,31,Home
2002,2,Mississippi State,99,0-1,13,Away,Oregon,15,1-0,36,Home
2002,2,Eastern Michigan,99,0-1,7,Away,Michigan State,18,1-0,56,Home
2002,2,Appalachian State,99,0-1,17,Away,Marshall,19,1-0,50,Home
2002,2,Notre Dame,99,1-0,22,Away,Maryland,21,0-1,0,Home
2002,2,New Mexico State,99,0-1,24,Away,South Carolina,22,1-0,34,Home
2002,2,Louisiana Lafayette,99,0-1,7,Away,Texas A&M,23,1-0,31,Home
2002,2,UCF,99,0-1,24,Away,Penn State,24,1-0,27,Home
2002,2,East Tennessee State,99,0-1,0,Away,NC State,25,2-0,34,Home
2002,2,LSU,14,0-1,8,Away,Virginia Tech,16,2-0,26,Home
2002,2,Kentucky,99,1-0,22,Away,Louisville,17,0-1,17,Home
2002,2,Auburn,99,0-1,17,Away,USC,20,1-0,24,Home
