Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2005,3,Arkansas,99,1-2,17,Away,USC,1,2-0,70,Home
2005,3,Rice,99,0-2,10,Away,Texas,2,3-0,51,Home
2005,3,Ohio,99,1-2,0,Away,Virginia Tech,4,3-0,45,Home
2005,3,Tennessee,5,1-1,7,Away,Florida,6,3-0,16,Home
2005,3,Louisiana Monroe,99,0-3,7,Away,Georgia,7,3-0,44,Home
2005,3,Florida State,8,3-0,28,Away,Boston College,17,2-1,17,Home
2005,3,San Diego State,99,0-3,6,Away,Ohio State,9,2-1,27,Home
2005,3,Michigan State,99,3-0,44,Away,Notre Dame,10,2-1,41,Home
2005,3,Oregon State,99,2-1,27,Away,Louisville,11,2-0,63,Home
2005,3,Purdue,12,2-0,31,Away,Arizona,99,1-2,24,Home
2005,3,Miami,13,1-1,36,Away,Clemson,20,2-1,30,Home
2005,3,Eastern Michigan,99,1-2,0,Away,Michigan,14,2-1,55,Home
2005,3,Illinois,99,2-1,20,Away,California,15,3-0,35,Home
2005,3,Connecticut,99,2-1,13,Away,Georgia Tech,16,3-0,28,Home
2005,3,Northwestern,99,2-1,21,Away,Arizona State,18,2-1,52,Home
2005,3,Sam Houston State,99,1-2,21,Away,Texas Tech,19,2-0,80,Home
2005,3,Oklahoma,21,1-2,24,Away,UCLA,99,3-0,41,Home
2005,3,Northern Iowa,99,2-1,21,Away,Iowa,22,2-1,45,Home
2005,3,Fresno State,23,1-1,34,Away,Oregon,99,3-0,37,Home
2005,3,Virginia,25,2-0,27,Away,Syracuse,99,1-2,24,Home
