Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2009,14,Oregon State,16,8-4,33,Away,Oregon,7,10-2,37,Home
2009,14,Florida,1,12-1,13,Away,Alabama,2,13-0,32,Home
2009,14,Texas,3,13-0,13,Away,Nebraska,22,9-4,12,Home
2009,14,Cincinnati,5,12-0,45,Away,Pittsburgh,15,9-3,44,Home
2009,14,New Mexico State,99,3-10,7,Away,Boise State,6,13-0,42,Home
2009,14,Georgia Tech,10,11-2,39,Away,Clemson,99,8-5,34,Home
2009,14,Arizona,99,8-4,21,Away,USC,18,8-4,17,Home
2009,14,California,19,8-4,10,Away,Washington,99,5-7,42,Home
2009,14,Houston,21,10-3,32,Away,East Carolina,99,9-4,38,Home
2009,14,West Virginia,23,9-3,24,Away,Rutgers,99,8-4,21,Home
