Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2006,8,West Virginia,4,7-0,37,Away,Connecticut,99,3-4,11,Home
2006,8,Indiana,99,4-4,3,Away,Ohio State,1,8-0,44,Home
2006,8,Iowa,99,5-3,6,Away,Michigan,2,8-0,20,Home
2006,8,Texas,5,7-1,22,Away,Nebraska,17,6-2,20,Home
2006,8,Louisville,6,7-0,28,Away,Syracuse,99,3-5,13,Home
2006,8,Alabama,99,5-3,13,Away,Tennessee,7,6-1,16,Home
2006,8,Tulane,99,2-5,13,Away,Auburn,8,7-1,38,Home
2006,8,UCLA,99,4-3,17,Away,Notre Dame,10,6-1,20,Home
2006,8,Washington,99,4-4,24,Away,California,11,7-1,31,Home
2006,8,Georgia Tech,13,5-2,7,Away,Clemson,12,7-1,31,Home
2006,8,Fresno State,99,1-6,6,Away,LSU,14,6-2,38,Home
2006,8,Ole Miss,99,2-6,3,Away,Arkansas,15,6-1,38,Home
2006,8,Oregon,16,5-2,23,Away,Washington State,99,5-3,34,Home
2006,8,Boise State,18,8-0,42,Away,Idaho,99,4-4,26,Home
2006,8,Rutgers,19,7-0,20,Away,Pittsburgh,99,6-2,10,Home
2006,8,Colorado,99,1-7,3,Away,Oklahoma,20,5-2,24,Home
2006,8,Wisconsin,21,7-1,24,Away,Purdue,99,5-3,3,Home
2006,8,Boston College,22,6-1,24,Away,Florida State,99,4-3,19,Home
2006,8,Texas A&M,23,7-1,34,Away,Oklahoma State,99,4-3,33,Home
2006,8,Kansas State,99,4-4,21,Away,Missouri,24,7-1,41,Home
