Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2005,11,West Virginia,16,8-1,38,Away,Cincinnati,99,4-5,0,Home
2005,11,Boise State,99,7-3,7,Away,Fresno State,20,8-1,27,Home
2005,11,Rutgers,99,6-4,5,Away,Louisville,23,7-2,56,Home
2005,11,USC,1,10-0,35,Away,California,99,6-4,10,Home
2005,11,Kansas,99,5-5,14,Away,Texas,2,10-0,66,Home
2005,11,Miami,3,8-1,47,Away,Wake Forest,99,4-7,17,Home
2005,11,LSU,5,8-1,16,Away,Alabama,4,9-1,13,Home
2005,11,Navy,99,5-4,21,Away,Notre Dame,7,7-2,42,Home
2005,11,Auburn,15,8-2,31,Away,Georgia,9,7-2,30,Home
2005,11,Northwestern,25,6-4,7,Away,Ohio State,10,8-2,48,Home
2005,11,Oregon,11,9-1,34,Away,Washington State,99,3-7,31,Home
2005,11,Florida,12,7-3,22,Away,South Carolina,99,7-3,30,Home
2005,11,Texas Tech,13,8-2,17,Away,Oklahoma State,99,4-5,24,Home
2005,11,Arizona State,99,5-5,35,Away,UCLA,14,9-1,45,Home
2005,11,Florida State,17,7-3,14,Away,Clemson,99,6-4,35,Home
2005,11,UNLV,99,2-8,3,Away,TCU,18,10-1,51,Home
2005,11,Iowa,99,6-4,20,Away,Wisconsin,19,8-3,10,Home
2005,11,Indiana,99,4-6,14,Away,Michigan,21,7-3,41,Home
2005,11,Colorado,22,7-3,16,Away,Iowa State,99,7-3,30,Home
2005,11,Georgia Tech,24,6-3,17,Away,Virginia,99,6-3,27,Home
