Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2008,10,South Florida,23,6-3,10,Away,Cincinnati,99,6-2,24,Home
2008,10,Texas,1,8-1,33,Away,Texas Tech,7,9-0,39,Home
2008,10,Arkansas State,99,4-4,0,Away,Alabama,2,9-0,35,Home
2008,10,Nebraska,99,5-4,28,Away,Oklahoma,4,8-1,62,Home
2008,10,Washington,99,0-8,0,Away,USC,5,7-1,56,Home
2008,10,Florida,8,7-1,49,Away,Georgia,6,7-2,10,Home
2008,10,Iowa State,99,2-7,17,Away,Oklahoma State,9,8-1,59,Home
2008,10,Utah,10,9-0,13,Away,New Mexico,99,4-6,10,Home
2008,10,Boise State,11,8-0,49,Away,New Mexico State,99,3-5,0,Home
2008,10,TCU,13,9-1,44,Away,UNLV,99,3-6,14,Home
2008,10,Missouri,14,7-2,31,Away,Baylor,99,3-6,28,Home
2008,10,Florida State,15,6-2,28,Away,Georgia Tech,99,7-2,31,Home
2008,10,Northwestern,99,7-2,24,Away,Minnesota,17,7-2,17,Home
2008,10,Tulsa,18,8-1,23,Away,Arkansas,99,4-5,30,Home
2008,10,Tulane,99,2-6,10,Away,LSU,19,6-2,35,Home
2008,10,BYU,20,8-1,45,Away,Colorado State,99,4-5,42,Home
2008,10,Wisconsin,99,4-5,24,Away,Michigan State,21,8-2,25,Home
2008,10,Oregon,24,6-3,16,Away,California,99,6-2,26,Home
2008,10,West Virginia,99,6-2,35,Away,Connecticut,25,6-3,13,Home
