Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2004,8,West Virginia,17,5-1,31,Away,Connecticut,99,4-2,19,Home
2004,8,Louisville,18,4-1,38,Away,Miami,3,5-0,41,Home
2004,8,Arizona State,15,5-1,7,Away,USC,1,6-0,45,Home
2004,8,Oklahoma,2,6-0,31,Away,Kansas State,99,2-4,21,Home
2004,8,Arkansas,99,3-3,20,Away,Auburn,4,7-0,38,Home
2004,8,Wisconsin,10,7-0,20,Away,Purdue,5,5-1,17,Home
2004,8,Virginia,6,5-1,3,Away,Florida State,7,5-1,36,Home
2004,8,UCLA,99,4-2,28,Away,California,8,4-1,45,Home
2004,8,Missouri,99,4-2,20,Away,Texas,9,5-1,28,Home
2004,8,North Carolina,99,3-4,16,Away,Utah,11,6-0,46,Home
2004,8,Vanderbilt,99,1-5,3,Away,Georgia,12,5-1,33,Home
2004,8,Tennessee,13,5-1,21,Away,Ole Miss,99,3-4,17,Home
2004,8,Michigan,14,6-1,30,Away,Illinois,99,2-5,19,Home
2004,8,Texas A&M,23,5-1,36,Away,Oklahoma State,16,5-1,20,Home
2004,8,Minnesota,19,5-2,17,Away,Michigan State,99,4-3,51,Home
2004,8,Boise State,21,6-0,45,Away,Tulsa,99,1-5,42,Home
2004,8,Middle Tennessee,99,2-4,16,Away,Florida,22,4-2,52,Home
2004,8,Southern Mississippi,24,4-1,3,Away,Alabama,99,5-2,27,Home
2004,8,Ohio State,25,3-3,7,Away,Iowa,99,4-2,33,Home
