Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2010,7,South Florida,99,3-3,6,Away,West Virginia,25,5-1,20,Home
2010,7,Ohio State,1,6-1,18,Away,Wisconsin,18,6-1,31,Home
2010,7,Boise State,3,6-0,48,Away,San José State,99,1-6,0,Home
2010,7,BYU,99,2-5,3,Away,TCU,4,7-0,31,Home
2010,7,Texas,99,4-2,20,Away,Nebraska,5,5-1,13,Home
2010,7,Iowa State,99,3-4,0,Away,Oklahoma,6,6-0,52,Home
2010,7,Arkansas,12,4-2,43,Away,Auburn,7,7-0,65,Home
2010,7,Ole Miss,99,3-3,10,Away,Alabama,8,6-1,23,Home
2010,7,McNeese State,99,2-4,10,Away,LSU,9,7-0,32,Home
2010,7,South Carolina,10,4-2,28,Away,Kentucky,99,4-3,31,Home
2010,7,Utah,11,6-0,30,Away,Wyoming,99,2-5,6,Home
2010,7,Illinois,99,3-3,6,Away,Michigan State,13,7-0,26,Home
2010,7,Iowa,15,5-1,38,Away,Michigan,99,5-2,28,Home
2010,7,Boston College,99,2-4,19,Away,Florida State,16,6-1,24,Home
2010,7,Arizona,17,5-1,24,Away,Washington State,99,1-6,7,Home
2010,7,Nevada,19,6-1,21,Away,Hawaii,99,5-2,27,Home
2010,7,Oklahoma State,20,6-0,34,Away,Texas Tech,99,3-3,17,Home
2010,7,Missouri,21,6-0,30,Away,Texas A&M,99,3-3,9,Home
2010,7,Mississippi State,99,5-2,10,Away,Florida,22,4-3,7,Home
2010,7,Air Force,23,5-2,25,Away,San Diego State,99,4-2,27,Home
2010,7,Oregon State,24,3-3,34,Away,Washington,99,3-3,35,Home
