Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2013,10,Miami,7,7-1,14,Away,Florida State,3,8-0,41,Home
2013,10,Ohio State,4,9-0,56,Away,Purdue,99,1-7,0,Home
2013,10,Clemson,8,8-1,59,Away,Virginia,99,2-7,10,Home
2013,10,Tennessee,99,4-5,3,Away,Missouri,9,8-1,31,Home
2013,10,Auburn,11,8-1,35,Away,Arkansas,99,3-6,17,Home
2013,10,UTEP,99,1-7,7,Away,Texas A&M,12,7-2,57,Home
2013,10,Mississippi State,99,4-4,16,Away,South Carolina,14,7-2,34,Home
2013,10,Oklahoma State,18,7-1,52,Away,Texas Tech,15,7-2,34,Home
2013,10,Nevada,99,3-6,23,Away,Fresno State,16,8-0,41,Home
2013,10,Northern Illinois,17,9-0,63,Away,Massachusetts,99,1-8,19,Home
2013,10,Colorado,99,3-5,23,Away,UCLA,20,6-2,45,Home
2013,10,Michigan,21,6-2,6,Away,Michigan State,22,8-1,29,Home
2013,10,Wisconsin,24,6-2,28,Away,Iowa,99,5-4,9,Home
2013,10,Navy,99,4-4,34,Away,Notre Dame,25,7-2,38,Home
