Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2002,3,Miami,1,2-0,41,Away,Florida,6,1-1,16,Home
2002,3,Alabama,99,1-1,27,Away,Oklahoma,2,2-0,37,Home
2002,3,Middle Tennessee,99,0-2,3,Away,Tennessee,4,2-0,26,Home
2002,3,Western Michigan,99,1-1,12,Away,Michigan,7,2-0,35,Home
2002,3,Kent State,99,1-1,17,Away,Ohio State,8,2-0,51,Home
2002,3,Utah State,99,0-2,13,Away,Nebraska,9,3-0,44,Home
2002,3,Idaho,99,0-2,14,Away,Washington State,11,2-0,49,Home
2002,3,Fresno State,99,1-2,24,Away,Oregon,13,2-0,28,Home
2002,3,San José State,99,1-1,10,Away,Washington,14,1-1,34,Home
2002,3,Rice,99,0-2,10,Away,Michigan State,15,2-0,27,Home
2002,3,San Diego State,99,0-2,14,Away,Colorado,17,1-1,34,Home
2002,3,Colorado State,19,2-1,19,Away,UCLA,99,1-0,30,Home
2002,3,Texas A&M,20,2-0,14,Away,Pittsburgh,99,1-1,12,Home
2002,3,NC State,21,3-0,65,Away,Navy,99,1-1,19,Home
2002,3,South Carolina,22,1-1,21,Away,Virginia,99,1-2,34,Home
2002,3,Purdue,99,1-1,17,Away,Notre Dame,23,2-0,24,Home
2002,3,The Citadel,99,0-1,10,Away,LSU,24,1-1,35,Home
2002,3,West Virginia,99,1-1,17,Away,Wisconsin,25,3-0,34,Home
