Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2011,4,Missouri,99,2-2,28,Away,Oklahoma,1,3-0,38,Home
2011,4,LSU,2,4-0,47,Away,West Virginia,16,3-1,21,Home
2011,4,Arkansas,14,3-1,14,Away,Alabama,3,4-0,38,Home
2011,4,Tulsa,99,1-3,21,Away,Boise State,4,3-0,41,Home
2011,4,South Dakota,99,2-2,10,Away,Wisconsin,6,4-0,59,Home
2011,4,Oklahoma State,7,4-0,30,Away,Texas A&M,8,2-1,29,Home
2011,4,Nebraska,9,4-0,38,Away,Wyoming,99,3-1,14,Home
2011,4,Oregon,10,3-1,56,Away,Arizona,99,1-3,31,Home
2011,4,Florida State,11,2-2,30,Away,Clemson,21,4-0,35,Home
2011,4,Vanderbilt,99,3-1,3,Away,South Carolina,12,4-0,21,Home
2011,4,Virginia Tech,13,4-0,30,Away,Marshall,99,1-3,10,Home
2011,4,Florida,15,4-0,48,Away,Kentucky,99,2-2,10,Home
2011,4,Rice,99,1-2,31,Away,Baylor,17,3-0,56,Home
2011,4,UTEP,99,2-2,24,Away,South Florida,18,4-0,52,Home
2011,4,Portland State,99,2-1,13,Away,TCU,20,3-1,55,Home
2011,4,San Diego State,99,3-1,7,Away,Michigan,22,4-0,28,Home
2011,4,USC,23,3-1,22,Away,Arizona State,99,3-1,43,Home
2011,4,Western Michigan,99,2-2,20,Away,Illinois,24,4-0,23,Home
2011,4,North Carolina,99,3-1,28,Away,Georgia Tech,25,4-0,35,Home
