Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2010,2,Auburn,21,2-0,17,Away,Mississippi State,99,1-1,14,Home
2010,2,West Virginia,23,2-0,24,Away,Marshall,99,0-2,21,Home
2010,2,Penn State,18,1-1,3,Away,Alabama,1,2-0,24,Home
2010,2,Miami,12,1-1,24,Away,Ohio State,2,2-0,36,Home
2010,2,Tennessee Tech,99,0-2,7,Away,TCU,4,2-0,62,Home
2010,2,Wyoming,99,1-1,7,Away,Texas,5,2-0,34,Home
2010,2,Idaho,99,1-1,17,Away,Nebraska,6,2-0,38,Home
2010,2,Oregon,7,2-0,48,Away,Tennessee,99,1-1,13,Home
2010,2,South Florida,99,1-1,14,Away,Florida,8,2-0,38,Home
2010,2,Iowa State,99,1-1,7,Away,Iowa,9,2-0,35,Home
2010,2,Florida State,17,1-1,17,Away,Oklahoma,10,2-0,47,Home
2010,2,San José State,99,0-2,14,Away,Wisconsin,11,2-0,27,Home
2010,2,James Madison,99,2-0,21,Away,Virginia Tech,13,0-2,16,Home
2010,2,Arkansas,14,2-0,31,Away,Louisiana Monroe,99,0-1,7,Home
2010,2,Georgia Tech,15,1-1,25,Away,Kansas,99,1-1,28,Home
2010,2,Virginia,99,1-1,14,Away,USC,16,2-0,17,Home
2010,2,LSU,19,2-0,27,Away,Vanderbilt,99,0-2,3,Home
2010,2,UNLV,99,0-2,10,Away,Utah,20,2-0,38,Home
2010,2,Georgia,22,1-1,6,Away,South Carolina,24,2-0,17,Home
2010,2,Stanford,25,2-0,35,Away,UCLA,99,0-2,0,Home
