Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2014,11,Clemson,21,7-2,34,Away,Wake Forest,99,2-7,20,Home
2014,11,Tennessee-Martin,99,5-6,16,Away,Mississippi State,1,9-0,45,Home
2014,11,Virginia,99,4-6,20,Away,Florida State,2,9-0,34,Home
2014,11,Texas A&M,99,7-3,41,Away,Auburn,3,7-2,38,Home
2014,11,Oregon,4,9-1,51,Away,Utah,17,6-3,27,Home
2014,11,Alabama,5,8-1,20,Away,LSU,16,7-3,13,Home
2014,11,Kansas State,7,7-2,20,Away,TCU,6,8-1,41,Home
2014,11,Ohio State,14,8-1,49,Away,Michigan State,8,7-2,37,Home
2014,11,Notre Dame,10,7-2,31,Away,Arizona State,9,8-1,55,Home
2014,11,Presbyterian College,99,5-5,0,Away,Ole Miss,11,8-2,48,Home
2014,11,Baylor,12,8-1,48,Away,Oklahoma,15,6-3,14,Home
2014,11,UCLA,18,8-2,44,Away,Washington,99,6-4,30,Home
2014,11,Colorado,99,2-8,20,Away,Arizona,19,7-2,38,Home
2014,11,Georgia,20,7-2,63,Away,Kentucky,99,5-5,31,Home
2014,11,Duke,22,8-1,27,Away,Syracuse,99,3-7,10,Home
2014,11,West Virginia,23,6-4,16,Away,Texas,99,5-5,33,Home
2014,11,Georgia Tech,24,8-2,56,Away,NC State,99,5-5,23,Home
2014,11,Wisconsin,25,7-2,34,Away,Purdue,99,3-7,16,Home
