Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2011,8,West Virginia,15,5-2,23,Away,Syracuse,99,5-2,49,Home
2011,8,Auburn,20,5-3,10,Away,LSU,1,8-0,45,Home
2011,8,Tennessee,99,3-4,6,Away,Alabama,2,8-0,37,Home
2011,8,Texas Tech,99,5-2,41,Away,Oklahoma,3,6-1,38,Home
2011,8,Oklahoma State,4,7-0,45,Away,Missouri,99,3-4,24,Home
2011,8,Air Force,99,3-4,26,Away,Boise State,5,7-0,37,Home
2011,8,Wisconsin,6,6-1,31,Away,Michigan State,16,6-1,37,Home
2011,8,North Carolina,99,5-3,38,Away,Clemson,7,8-0,59,Home
2011,8,Washington,25,5-2,21,Away,Stanford,8,7-0,65,Home
2011,8,Arkansas,9,6-1,29,Away,Ole Miss,99,2-5,24,Home
2011,8,Oregon,10,6-1,45,Away,Colorado,99,1-7,2,Home
2011,8,Kansas State,11,7-0,59,Away,Kansas,99,2-5,21,Home
2011,8,Boston College,99,1-6,14,Away,Virginia Tech,12,7-1,30,Home
2011,8,Nebraska,13,6-1,41,Away,Minnesota,99,1-6,14,Home
2011,8,Texas A&M,17,5-2,33,Away,Iowa State,99,3-4,17,Home
2011,8,Marshall,99,3-5,28,Away,Houston,19,7-0,63,Home
2011,8,Penn State,21,7-1,34,Away,Northwestern,99,2-5,24,Home
2011,8,Georgia Tech,22,6-2,7,Away,Miami,99,4-3,24,Home
2011,8,Illinois,23,6-2,14,Away,Purdue,99,4-3,21,Home
