Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2002,12,Oklahoma,1,8-1,26,Away,Texas A&M,99,6-4,30,Home
2002,12,Miami,2,9-0,26,Away,Tennessee,99,5-4,3,Home
2002,12,Ohio State,3,11-0,10,Away,Purdue,99,4-6,6,Home
2002,12,Baylor,99,3-7,0,Away,Texas,4,9-1,41,Home
2002,12,Oregon,15,7-3,21,Away,Washington State,5,9-1,32,Home
2002,12,Northwestern,99,3-8,10,Away,Iowa,6,10-1,62,Home
2002,12,Ole Miss,99,5-5,17,Away,Georgia,7,9-1,31,Home
2002,12,Virginia Tech,8,8-2,42,Away,Syracuse,99,4-6,50,Home
2002,12,Notre Dame,9,9-1,30,Away,Navy,99,1-8,23,Home
2002,12,USC,10,7-2,49,Away,Stanford,99,2-7,17,Home
2002,12,Mississippi State,99,3-6,14,Away,Alabama,11,8-2,28,Home
2002,12,Iowa State,21,7-4,7,Away,Kansas State,12,8-2,58,Home
2002,12,Michigan,13,8-2,41,Away,Minnesota,99,7-3,24,Home
2002,12,NC State,14,9-2,21,Away,Maryland,99,8-2,24,Home
2002,12,LSU,16,7-2,33,Away,Kentucky,99,6-4,30,Home
2002,12,Florida State,17,7-3,21,Away,Georgia Tech,99,6-4,13,Home
2002,12,Colorado,18,7-3,42,Away,Missouri,99,4-6,35,Home
2002,12,Virginia,99,6-4,14,Away,Penn State,19,7-3,35,Home
2002,12,Bowling Green,20,8-1,17,Away,Northern Illinois,99,7-3,26,Home
2002,12,Temple,99,3-7,22,Away,Pittsburgh,22,8-2,29,Home
2002,12,Florida,23,7-3,21,Away,Vanderbilt,99,2-8,17,Home
2002,12,California,99,6-4,55,Away,Arizona State,25,7-4,38,Home
