Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2009,2,Clemson,99,1-1,27,Away,Georgia Tech,15,2-0,30,Home
2009,2,Troy,99,0-2,6,Away,Florida,1,2-0,56,Home
2009,2,Texas,2,2-0,41,Away,Wyoming,99,1-1,10,Home
2009,2,USC,3,2-0,18,Away,Ohio State,8,1-1,15,Home
2009,2,Florida Intl,99,0-1,14,Away,Alabama,4,2-0,40,Home
2009,2,Houston,99,2-0,45,Away,Oklahoma State,5,1-1,35,Home
2009,2,Syracuse,99,0-2,7,Away,Penn State,7,2-0,28,Home
2009,2,BYU,9,2-0,54,Away,Tulane,99,0-2,3,Home
2009,2,Eastern Washington,99,1-1,7,Away,California,10,2-0,59,Home
2009,2,Vanderbilt,99,1-1,9,Away,LSU,11,2-0,23,Home
2009,2,Miami (OH),99,0-2,0,Away,Boise State,12,2-0,48,Home
2009,2,Idaho State,99,0-2,0,Away,Oklahoma,13,1-1,64,Home
2009,2,Marshall,99,1-1,10,Away,Virginia Tech,14,1-1,52,Home
2009,2,TCU,16,1-0,30,Away,Virginia,99,0-2,14,Home
2009,2,Utah,17,2-0,24,Away,San José State,99,0-2,14,Home
2009,2,Notre Dame,18,1-1,34,Away,Michigan,99,2-0,38,Home
2009,2,North Carolina,19,2-0,12,Away,Connecticut,99,1-1,10,Home
2009,2,South Carolina,99,1-1,37,Away,Georgia,21,1-1,41,Home
2009,2,Arkansas State,99,1-1,9,Away,Nebraska,22,2-0,38,Home
2009,2,Southeast Missouri State,99,1-1,3,Away,Cincinnati,23,2-0,70,Home
2009,2,Kansas,24,2-0,34,Away,UTEP,99,0-2,7,Home
2009,2,Bowling Green,99,1-1,20,Away,Missouri,25,2-0,27,Home
