Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2003,11,Oklahoma State,14,7-2,9,Away,Oklahoma,1,9-0,52,Home
2003,11,Miami,2,7-1,7,Away,Virginia Tech,10,7-1,31,Home
2003,11,Washington State,6,7-2,16,Away,USC,3,8-1,43,Home
2003,11,Georgia,4,7-2,13,Away,Florida,23,6-3,16,Home
2003,11,Florida State,5,8-1,37,Away,Notre Dame,99,2-6,0,Home
2003,11,Louisiana Tech,99,4-5,10,Away,LSU,7,8-1,49,Home
2003,11,Ohio State,8,8-1,21,Away,Penn State,99,2-7,20,Home
2003,11,Michigan,11,8-2,27,Away,Michigan State,9,7-2,20,Home
2003,11,Nebraska,12,7-2,7,Away,Texas,16,7-2,31,Home
2003,11,Illinois,99,1-9,10,Away,Iowa,13,7-2,41,Home
2003,11,Northwestern,99,4-5,14,Away,Purdue,18,7-2,34,Home
2003,11,Duke,99,2-7,6,Away,Tennessee,19,6-2,23,Home
2003,11,South Carolina,99,5-4,40,Away,Ole Miss,20,7-2,43,Home
2003,11,Ball State,99,5-5,23,Away,Northern Illinois,21,8-1,48,Home
2003,11,Indiana,99,1-8,7,Away,Minnesota,24,8-2,55,Home
2003,11,Pittsburgh,25,6-2,24,Away,Boston College,99,5-4,13,Home
