Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2009,11,South Florida,24,6-3,0,Away,Rutgers,99,7-2,31,Home
2009,11,West Virginia,25,7-3,21,Away,Cincinnati,5,10-0,24,Home
2009,11,Florida,1,10-0,24,Away,South Carolina,99,6-5,14,Home
2009,11,Alabama,2,10-0,31,Away,Mississippi State,99,4-6,3,Home
2009,11,Texas,3,10-0,47,Away,Baylor,99,4-6,14,Home
2009,11,Utah,16,8-2,28,Away,TCU,4,10-0,55,Home
2009,11,Idaho,99,7-4,25,Away,Boise State,6,10-0,63,Home
2009,11,Georgia Tech,7,10-1,49,Away,Duke,99,5-5,10,Home
2009,11,Louisiana Tech,99,3-7,16,Away,LSU,8,8-2,24,Home
2009,11,Stanford,99,7-3,55,Away,USC,9,7-3,21,Home
2009,11,Iowa,10,9-2,24,Away,Ohio State,11,9-2,27,Home
2009,11,Notre Dame,99,6-4,22,Away,Pittsburgh,12,9-1,27,Home
2009,11,Arizona State,99,4-6,21,Away,Oregon,13,8-2,44,Home
2009,11,Miami,14,7-3,24,Away,North Carolina,99,7-3,33,Home
2009,11,Houston,15,8-2,32,Away,UCF,99,6-4,37,Home
2009,11,Arizona,17,6-3,16,Away,California,99,7-3,24,Home
2009,11,Indiana,99,4-7,20,Away,Penn State,18,9-2,31,Home
2009,11,Texas Tech,99,6-4,17,Away,Oklahoma State,19,8-2,24,Home
2009,11,Michigan,99,5-6,24,Away,Wisconsin,20,8-2,45,Home
2009,11,Virginia Tech,21,7-3,36,Away,Maryland,99,2-8,9,Home
2009,11,BYU,22,8-2,24,Away,New Mexico,99,0-10,19,Home
2009,11,Washington,99,3-7,21,Away,Oregon State,23,7-3,48,Home
