Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2005,7,USC,1,6-0,34,Away,Notre Dame,9,4-2,31,Home
2005,7,Colorado,24,4-2,17,Away,Texas,2,6-0,42,Home
2005,7,Florida State,4,5-1,21,Away,Virginia,99,4-2,26,Home
2005,7,Georgia,5,6-0,34,Away,Vanderbilt,99,4-3,17,Home
2005,7,Alabama,6,6-0,13,Away,Ole Miss,99,2-4,10,Home
2005,7,Miami,7,5-1,34,Away,Temple,99,0-7,3,Home
2005,7,Penn State,8,6-1,25,Away,Michigan,99,4-3,27,Home
2005,7,Florida,11,5-2,17,Away,LSU,10,4-1,21,Home
2005,7,UCLA,12,6-0,44,Away,Washington State,99,3-3,41,Home
2005,7,Kansas State,99,4-2,20,Away,Texas Tech,13,6-0,59,Home
2005,7,Wake Forest,99,2-5,30,Away,Boston College,14,6-1,35,Home
2005,7,Michigan State,16,4-2,24,Away,Ohio State,15,4-2,35,Home
2005,7,Oregon State,99,4-2,23,Away,California,18,5-2,20,Home
2005,7,Louisville,19,4-2,44,Away,West Virginia,99,6-1,46,Home
2005,7,Washington,99,1-5,21,Away,Oregon,20,6-1,45,Home
2005,7,Auburn,21,5-1,34,Away,Arkansas,99,2-4,17,Home
2005,7,Wisconsin,23,6-1,38,Away,Minnesota,22,5-2,34,Home
2005,7,Army,99,0-6,17,Away,TCU,25,6-1,38,Home
