Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2015,9,West Virginia,99,3-4,10,Away,TCU,5,8-0,40,Home
2015,9,North Carolina,99,7-1,26,Away,Pittsburgh,23,6-2,19,Home
2015,9,Clemson,3,8-0,56,Away,NC State,99,5-3,41,Home
2015,9,Stanford,8,7-1,30,Away,Washington State,99,5-3,28,Home
2015,9,Notre Dame,9,7-1,24,Away,Temple,21,7-1,20,Home
2015,9,Maryland,99,2-6,15,Away,Iowa,10,8-0,31,Home
2015,9,Georgia,99,5-3,3,Away,Florida,11,7-1,27,Home
2015,9,Oklahoma State,12,8-0,70,Away,Texas Tech,99,5-4,53,Home
2015,9,Oregon State,99,2-6,12,Away,Utah,13,7-1,27,Home
2015,9,Oklahoma,14,7-1,62,Away,Kansas,99,0-8,7,Home
2015,9,Michigan,15,6-2,29,Away,Minnesota,99,4-4,26,Home
2015,9,Tulane,99,2-6,13,Away,Memphis,16,8-0,41,Home
2015,9,Syracuse,99,3-5,21,Away,Florida State,17,7-1,45,Home
2015,9,Vanderbilt,99,3-5,0,Away,Houston,18,8-0,34,Home
2015,9,Ole Miss,19,7-2,27,Away,Auburn,99,4-4,19,Home
2015,9,Miami,99,5-3,30,Away,Duke,22,6-2,27,Home
2015,9,Colorado,99,4-5,31,Away,UCLA,24,6-2,35,Home
