Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2003,10,Virginia Tech,3,6-1,7,Away,West Virginia,99,3-4,28,Home
2003,10,Oklahoma,1,8-0,34,Away,Colorado,99,3-5,20,Home
2003,10,UAB,99,3-5,13,Away,Georgia,4,7-1,16,Home
2003,10,USC,5,7-1,43,Away,Washington,99,4-4,23,Home
2003,10,Wake Forest,99,4-4,24,Away,Florida State,6,7-1,48,Home
2003,10,Oregon State,99,5-3,30,Away,Washington State,6,7-1,36,Home
2003,10,Ohio State,8,7-1,35,Away,Indiana,99,1-7,6,Home
2003,10,Auburn,17,5-3,7,Away,LSU,9,7-1,31,Home
2003,10,Purdue,10,6-2,3,Away,Michigan,13,7-2,31,Home
2003,10,Northern Illinois,12,7-1,18,Away,Bowling Green,23,7-1,34,Home
2003,10,Iowa State,99,2-6,0,Away,Nebraska,14,7-1,28,Home
2003,10,TCU,15,8-0,62,Away,Houston,99,5-3,55,Home
2003,10,Penn State,99,2-6,14,Away,Iowa,16,6-2,26,Home
2003,10,Oklahoma State,18,7-1,38,Away,Texas A&M,99,3-5,10,Home
2003,10,Texas,19,6-2,56,Away,Baylor,99,3-5,0,Home
2003,10,Wisconsin,20,6-3,7,Away,Northwestern,99,4-4,16,Home
2003,10,Arkansas,21,4-3,7,Away,Ole Miss,99,6-2,19,Home
2003,10,Tennessee,22,5-2,51,Away,Alabama,99,3-6,43,Home
2003,10,New Mexico,99,5-3,47,Away,Utah,24,6-2,35,Home
