Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2013,11,Oregon,3,8-1,20,Away,Stanford,5,8-1,26,Home
2013,11,Oklahoma,10,7-2,12,Away,Baylor,6,8-0,41,Home
2013,11,Louisville,20,8-1,31,Away,Connecticut,99,0-8,10,Home
2013,11,LSU,13,7-3,17,Away,Alabama,1,9-0,38,Home
2013,11,Florida State,2,9-0,59,Away,Wake Forest,99,4-6,3,Home
2013,11,Missouri,8,9-1,48,Away,Kentucky,99,2-7,17,Home
2013,11,Auburn,9,9-1,55,Away,Tennessee,99,4-6,23,Home
2013,11,Virginia Tech,99,7-3,42,Away,Miami,11,7-2,24,Home
2013,11,Kansas,99,2-7,6,Away,Oklahoma State,14,8-1,42,Home
2013,11,Mississippi State,99,4-5,41,Away,Texas A&M,15,8-2,51,Home
2013,11,Fresno State,16,9-0,48,Away,Wyoming,99,4-5,10,Home
2013,11,UCLA,19,7-2,31,Away,Arizona,99,6-3,26,Home
2013,11,Houston,99,7-2,14,Away,UCF,21,7-1,19,Home
2013,11,Arizona State,22,7-2,20,Away,Utah,99,4-5,19,Home
2013,11,Notre Dame,23,7-3,21,Away,Pittsburgh,99,5-4,28,Home
2013,11,BYU,99,6-3,17,Away,Wisconsin,24,7-2,27,Home
2013,11,Kansas State,99,5-4,49,Away,Texas Tech,25,7-3,26,Home
