Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2008,9,Boise State,12,7-0,33,Away,San José State,99,5-3,16,Home
2008,9,Oklahoma State,6,7-1,24,Away,Texas,1,8-0,28,Home
2008,9,Alabama,2,8-0,29,Away,Tennessee,99,3-5,9,Home
2008,9,Penn State,3,9-0,13,Away,Ohio State,9,7-2,6,Home
2008,9,Oklahoma,4,7-1,58,Away,Kansas State,99,4-4,35,Home
2008,9,USC,5,6-1,17,Away,Arizona,99,5-3,10,Home
2008,9,Georgia,7,7-1,52,Away,LSU,13,5-2,38,Home
2008,9,Texas Tech,8,8-0,63,Away,Kansas,23,5-3,21,Home
2008,9,Kentucky,99,5-3,5,Away,Florida,10,6-1,63,Home
2008,9,Wyoming,99,2-6,7,Away,TCU,14,8-1,54,Home
2008,9,Colorado,99,4-4,0,Away,Missouri,15,6-2,58,Home
2008,9,South Florida,16,6-2,20,Away,Louisville,99,5-2,24,Home
2008,9,Rutgers,99,3-5,54,Away,Pittsburgh,17,5-2,34,Home
2008,9,Virginia,99,5-3,24,Away,Georgia Tech,18,6-2,17,Home
2008,9,Eastern Michigan,99,2-7,16,Away,Ball State,20,8-0,38,Home
2008,9,UNLV,99,3-5,35,Away,BYU,21,7-1,42,Home
2008,9,Northwestern,22,6-2,19,Away,Indiana,99,3-5,21,Home
2008,9,Minnesota,24,7-1,17,Away,Purdue,99,2-6,6,Home
2008,9,Virginia Tech,99,5-3,20,Away,Florida State,25,6-1,30,Home
2008,9,UCF,99,2-5,19,Away,Tulsa,19,8-0,49,Home
