Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2006,7,Clemson,12,6-1,63,Away,Temple,99,0-7,9,Home
2006,7,Virginia Tech,22,4-2,3,Away,Boston College,99,5-1,22,Home
2006,7,Ohio State,1,7-0,38,Away,Michigan State,99,3-4,7,Home
2006,7,Florida,2,6-1,17,Away,Auburn,11,6-1,27,Home
2006,7,Arizona State,99,3-3,21,Away,USC,3,6-0,28,Home
2006,7,Michigan,4,7-0,17,Away,Penn State,99,4-3,10,Home
2006,7,Syracuse,99,3-4,17,Away,West Virginia,5,6-0,41,Home
2006,7,Baylor,99,3-4,31,Away,Texas,6,6-1,63,Home
2006,7,Cincinnati,99,3-4,17,Away,Louisville,7,6-0,23,Home
2006,7,California,10,6-1,21,Away,Washington State,99,4-3,3,Home
2006,7,Kentucky,99,3-4,0,Away,LSU,14,5-2,49,Home
2006,7,Iowa,15,5-2,28,Away,Indiana,99,4-3,31,Home
2006,7,Vanderbilt,99,3-4,24,Away,Georgia,16,5-2,22,Home
2006,7,Southeast Missouri State,99,3-3,7,Away,Arkansas,17,5-1,63,Home
2006,7,UCLA,99,4-2,20,Away,Oregon,18,5-1,30,Home
2006,7,Missouri,19,6-1,19,Away,Texas A&M,99,6-1,25,Home
2006,7,Nebraska,21,6-1,21,Away,Kansas State,99,4-3,3,Home
2006,7,Iowa State,99,3-4,9,Away,Oklahoma,23,4-2,34,Home
2006,7,Rutgers,24,6-0,34,Away,Navy,99,5-2,0,Home
2006,7,Minnesota,99,2-5,12,Away,Wisconsin,25,6-1,48,Home
2006,7,Boise State,20,7-0,40,Away,New Mexico State,99,2-4,28,Home
