Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2002,7,Clemson,99,3-2,31,Away,Florida State,11,5-1,48,Home
2002,7,Colorado State,25,4-2,30,Away,Fresno State,99,3-3,32,Home
2002,7,Connecticut,99,2-4,14,Away,Miami,1,5-0,48,Home
2002,7,Oklahoma State,99,2-3,15,Away,Texas,2,5-0,17,Home
2002,7,Oklahoma,3,5-0,31,Away,Missouri,99,3-2,24,Home
2002,7,Ohio State,5,6-0,27,Away,Northwestern,99,2-4,16,Home
2002,7,Florida,6,4-2,14,Away,Ole Miss,99,4-1,17,Home
2002,7,Georgia,7,5-0,27,Away,Alabama,22,4-2,25,Home
2002,7,Oregon,8,5-0,31,Away,Arizona,99,3-2,14,Home
2002,7,Stanford,99,1-3,7,Away,Notre Dame,9,5-0,31,Home
2002,7,Arkansas,99,2-2,38,Away,Tennessee,10,4-1,41,Home
2002,7,California,99,4-2,34,Away,Washington,12,3-2,27,Home
2002,7,Kansas State,13,4-1,31,Away,Colorado,99,3-2,35,Home
2002,7,USC,18,3-2,27,Away,Washington State,17,5-1,30,Home
2002,7,Penn State,20,4-1,34,Away,Wisconsin,19,5-1,31,Home
2002,7,Louisiana Lafayette,99,1-4,0,Away,LSU,21,4-1,48,Home
2002,7,Texas Tech,99,4-2,48,Away,Texas A&M,23,3-2,47,Home
2002,7,Purdue,99,3-3,28,Away,Iowa,24,5-1,31,Home
