Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2008,4,West Virginia,21,1-2,14,Away,Colorado,99,3-0,17,Home
2008,4,Georgia,3,4-0,27,Away,Arizona State,99,2-2,10,Home
2008,4,Florida,4,3-0,30,Away,Tennessee,99,1-2,6,Home
2008,4,Buffalo,99,2-2,21,Away,Missouri,5,4-0,42,Home
2008,4,LSU,6,3-0,26,Away,Auburn,10,3-1,21,Home
2008,4,Rice,99,2-2,10,Away,Texas,7,3-0,52,Home
2008,4,Alabama,9,4-0,49,Away,Arkansas,99,2-1,14,Home
2008,4,Massachusetts,99,2-2,14,Away,Texas Tech,11,4-0,56,Home
2008,4,South Florida,12,4-0,17,Away,Florida Intl,99,0-3,9,Home
2008,4,Troy,99,2-1,10,Away,Ohio State,13,3-1,28,Home
2008,4,Wyoming,99,2-2,0,Away,BYU,14,4-0,44,Home
2008,4,East Carolina,15,3-1,24,Away,NC State,99,2-2,30,Home
2008,4,Temple,99,1-3,3,Away,Penn State,16,4-0,45,Home
2008,4,Boise State,99,3-0,37,Away,Oregon,17,3-1,32,Home
2008,4,Wake Forest,18,3-0,12,Away,Florida State,24,2-1,3,Home
2008,4,Sam Houston State,99,1-1,14,Away,Kansas,19,3-1,38,Home
2008,4,Utah,20,4-0,30,Away,Air Force,99,3-1,23,Home
2008,4,South Carolina State,99,2-2,0,Away,Clemson,23,3-1,54,Home
2008,4,Fresno State,25,2-1,55,Away,Toledo,99,1-2,54,Home
