Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2009,9,North Carolina,99,5-3,20,Away,Virginia Tech,13,5-3,17,Home
2009,9,West Virginia,21,6-2,19,Away,South Florida,99,6-2,30,Home
2009,9,Georgia,99,4-4,17,Away,Florida,1,8-0,41,Home
2009,9,Texas,3,8-0,41,Away,Oklahoma State,14,6-2,14,Home
2009,9,Indiana,99,4-5,24,Away,Iowa,4,9-0,42,Home
2009,9,USC,5,6-2,20,Away,Oregon,10,7-1,47,Home
2009,9,UNLV,99,3-6,0,Away,TCU,6,8-0,41,Home
2009,9,San José State,99,1-6,7,Away,Boise State,7,8-0,45,Home
2009,9,Cincinnati,8,8-0,28,Away,Syracuse,99,3-5,7,Home
2009,9,Tulane,99,2-6,0,Away,LSU,9,7-1,42,Home
2009,9,Georgia Tech,11,8-1,56,Away,Vanderbilt,99,2-7,31,Home
2009,9,Penn State,12,8-1,34,Away,Northwestern,99,5-4,13,Home
2009,9,Wyoming,99,4-4,10,Away,Utah,16,7-1,22,Home
2009,9,New Mexico State,99,3-6,0,Away,Ohio State,17,7-2,45,Home
2009,9,Southern Mississippi,99,5-4,43,Away,Houston,18,7-1,50,Home
2009,9,Miami,19,6-2,28,Away,Wake Forest,99,4-5,27,Home
2009,9,South Carolina,22,6-3,13,Away,Tennessee,99,4-4,31,Home
2009,9,Washington State,99,1-7,14,Away,Notre Dame,23,6-2,40,Home
2009,9,California,24,6-2,23,Away,Arizona State,99,4-4,21,Home
2009,9,Ole Miss,25,5-3,20,Away,Auburn,99,6-3,33,Home
