Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2007,13,USC,11,9-2,44,Away,Arizona State,6,9-2,24,Home
2007,13,Arkansas,99,8-4,50,Away,LSU,1,10-2,48,Home
2007,13,Texas,13,9-3,30,Away,Texas A&M,99,7-5,38,Home
2007,13,Boise State,19,10-2,27,Away,Hawaii,15,11-0,39,Home
2007,13,Missouri,4,11-1,36,Away,Kansas,2,11-1,28,Home
2007,13,Connecticut,20,9-3,21,Away,West Virginia,3,10-1,66,Home
2007,13,Georgia,7,10-2,31,Away,Georgia Tech,99,7-5,17,Home
2007,13,Virginia Tech,8,10-2,33,Away,Virginia,16,9-3,21,Home
2007,13,Oregon,9,8-3,0,Away,UCLA,99,6-5,16,Home
2007,13,Oklahoma State,99,6-6,17,Away,Oklahoma,10,10-2,49,Home
2007,13,Florida State,99,7-5,12,Away,Florida,12,9-3,45,Home
2007,13,Miami,99,5-7,14,Away,Boston College,14,10-2,28,Home
2007,13,Tennessee,18,9-3,52,Away,Kentucky,99,7-5,50,Home
2007,13,Clemson,22,9-3,23,Away,South Carolina,99,6-6,21,Home
2007,13,South Florida,23,9-3,48,Away,Pittsburgh,99,4-7,37,Home
2007,13,Cincinnati,24,9-3,52,Away,Syracuse,99,2-10,31,Home
2007,13,Utah,99,8-4,10,Away,BYU,25,9-2,17,Home
