Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2006,9,Clemson,10,7-2,7,Away,Virginia Tech,99,6-2,24,Home
2006,9,Minnesota,99,3-6,0,Away,Ohio State,1,9-0,44,Home
2006,9,Northwestern,99,2-7,3,Away,Michigan,2,9-0,17,Home
2006,9,USC,3,6-1,31,Away,Oregon State,99,5-3,33,Home
2006,9,Texas,5,8-1,35,Away,Texas Tech,99,5-4,31,Home
2006,9,Auburn,7,8-1,23,Away,Ole Miss,99,2-7,17,Home
2006,9,Tennessee,8,7-1,31,Away,South Carolina,99,5-3,24,Home
2006,9,Florida,9,7-1,21,Away,Georgia,99,6-3,14,Home
2006,9,Notre Dame,11,7-1,38,Away,Navy,99,5-3,14,Home
2006,9,Arkansas,13,7-1,44,Away,Louisiana Monroe,99,1-7,10,Home
2006,9,Illinois,99,2-7,24,Away,Wisconsin,17,8-1,30,Home
2006,9,Buffalo,99,1-7,0,Away,Boston College,18,7-1,41,Home
2006,9,Oklahoma,19,6-2,26,Away,Missouri,23,7-2,10,Home
2006,9,Nebraska,20,6-3,29,Away,Oklahoma State,99,5-3,41,Home
2006,9,Miami,99,5-3,23,Away,Georgia Tech,21,6-2,30,Home
2006,9,Texas A&M,22,8-1,31,Away,Baylor,99,4-5,21,Home
2006,9,Wake Forest,24,7-1,24,Away,North Carolina,99,1-7,17,Home
2006,9,Portland State,99,5-4,12,Away,Oregon,25,6-2,55,Home
2006,9,Connecticut,99,3-5,13,Away,Rutgers,16,8-0,24,Home
