Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2008,7,Clemson,99,3-3,7,Away,Wake Forest,21,4-1,12,Home
2008,7,Texas,5,6-0,45,Away,Oklahoma,1,5-1,35,Home
2008,7,Oklahoma State,17,6-0,28,Away,Missouri,3,5-1,23,Home
2008,7,LSU,4,4-1,21,Away,Florida,11,5-1,51,Home
2008,7,Penn State,6,7-0,48,Away,Wisconsin,99,3-3,7,Home
2008,7,Nebraska,99,3-3,31,Away,Texas Tech,7,6-0,37,Home
2008,7,Arizona State,99,2-4,0,Away,USC,8,4-1,28,Home
2008,7,New Mexico,99,3-4,3,Away,BYU,9,6-0,21,Home
2008,7,Tennessee,99,2-4,14,Away,Georgia,10,5-1,26,Home
2008,7,Purdue,99,2-4,3,Away,Ohio State,12,6-1,16,Home
2008,7,Vanderbilt,13,5-1,14,Away,Mississippi State,99,2-4,17,Home
2008,7,Utah,14,7-0,40,Away,Wyoming,99,2-5,7,Home
2008,7,Boise State,15,5-0,24,Away,Southern Mississippi,99,2-4,7,Home
2008,7,Colorado,99,3-3,14,Away,Kansas,16,5-1,30,Home
2008,7,Arkansas,99,3-3,25,Away,Auburn,20,4-3,22,Home
2008,7,Notre Dame,99,4-2,24,Away,North Carolina,22,5-1,29,Home
2008,7,Michigan State,23,6-1,37,Away,Northwestern,99,5-1,20,Home
2008,7,Ball State,25,7-0,24,Away,Western Kentucky,99,2-5,7,Home
