Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2014,8,Utah,20,5-1,29,Away,Oregon State,99,4-2,23,Home
2014,8,Notre Dame,5,6-1,27,Away,Florida State,2,7-0,31,Home
2014,8,Tennessee,99,3-4,3,Away,Ole Miss,3,7-0,34,Home
2014,8,Baylor,4,6-1,27,Away,West Virginia,99,5-2,41,Home
2014,8,Texas A&M,21,5-3,0,Away,Alabama,7,6-1,59,Home
2014,8,Michigan State,8,6-1,56,Away,Indiana,99,3-4,17,Home
2014,8,Washington,99,5-2,20,Away,Oregon,9,6-1,45,Home
2014,8,Georgia,10,6-1,45,Away,Arkansas,99,3-4,32,Home
2014,8,Kansas State,14,5-1,31,Away,Oklahoma,11,5-2,30,Home
2014,8,Oklahoma State,15,5-2,9,Away,TCU,12,5-1,42,Home
2014,8,Rutgers,99,5-2,17,Away,Ohio State,13,5-1,56,Home
2014,8,Stanford,23,4-3,10,Away,Arizona State,17,5-1,26,Home
2014,8,Nebraska,19,6-1,38,Away,Northwestern,99,3-4,17,Home
2014,8,Colorado,99,2-5,28,Away,USC,22,5-2,56,Home
2014,8,Clemson,24,5-2,17,Away,Boston College,99,4-3,13,Home
2014,8,Marshall,25,7-0,45,Away,Florida Intl,99,3-5,13,Home
