Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2014,9,Connecticut,99,1-6,21,Away,East Carolina,18,6-1,31,Home
2014,9,Oregon,6,7-1,59,Away,California,99,4-4,41,Home
2014,9,Mississippi State,1,7-0,45,Away,Kentucky,99,5-3,31,Home
2014,9,Ole Miss,3,7-1,7,Away,LSU,24,7-2,10,Home
2014,9,Alabama,4,7-1,34,Away,Tennessee,99,3-5,20,Home
2014,9,South Carolina,99,4-4,35,Away,Auburn,5,6-1,42,Home
2014,9,Michigan,99,3-5,11,Away,Michigan State,8,7-1,35,Home
2014,9,Texas Tech,99,3-5,27,Away,TCU,10,6-1,82,Home
2014,9,Texas,99,3-5,0,Away,Kansas State,11,6-1,23,Home
2014,9,Ohio State,13,6-1,31,Away,Penn State,99,4-3,24,Home
2014,9,Arizona State,14,6-1,24,Away,Washington,99,5-3,10,Home
2014,9,Arizona,15,6-1,59,Away,Washington State,99,2-6,37,Home
2014,9,Rutgers,99,5-3,24,Away,Nebraska,16,7-1,42,Home
2014,9,USC,20,5-3,21,Away,Utah,19,6-1,24,Home
2014,9,Syracuse,99,3-5,6,Away,Clemson,21,6-2,16,Home
2014,9,West Virginia,22,6-2,34,Away,Oklahoma State,99,5-3,10,Home
2014,9,Florida Atlantic,99,3-5,16,Away,Marshall,23,8-0,35,Home
2014,9,UCLA,25,6-2,40,Away,Colorado,99,2-6,37,Home
