Year,Week,Team1,Team1Rank,Team1Record,Team1Score,Team1Home,Team2,Team2Rank,Team2Record,Team2Score,Team2Home
2010,4,Miami,19,2-1,31,Away,Pittsburgh,99,1-2,3,Home
2010,4,TCU,4,4-0,41,Away,SMU,99,2-2,24,Home
2010,4,Alabama,1,4-0,24,Away,Arkansas,10,3-1,20,Home
2010,4,Eastern Michigan,99,0-4,20,Away,Ohio State,2,4-0,73,Home
2010,4,Oregon State,24,1-2,24,Away,Boise State,3,3-0,37,Home
2010,4,Oregon,5,4-0,42,Away,Arizona State,99,2-2,31,Home
2010,4,South Dakota State,99,0-3,3,Away,Nebraska,6,4-0,17,Home
2010,4,UCLA,99,2-2,34,Away,Texas,7,3-1,12,Home
2010,4,Oklahoma,8,4-0,31,Away,Cincinnati,99,1-3,29,Home
2010,4,Kentucky,99,3-1,14,Away,Florida,9,4-0,48,Home
2010,4,Austin Peay,99,2-2,3,Away,Wisconsin,11,4-0,70,Home
2010,4,South Carolina,12,3-1,27,Away,Auburn,17,4-0,35,Home
2010,4,San José State,99,1-3,3,Away,Utah,13,4-0,56,Home
2010,4,California,99,2-2,9,Away,Arizona,14,4-0,10,Home
2010,4,West Virginia,22,3-1,14,Away,LSU,15,4-0,20,Home
2010,4,Stanford,16,4-0,37,Away,Notre Dame,99,1-3,14,Home
2010,4,Ball State,99,1-3,0,Away,Iowa,18,3-1,45,Home
2010,4,USC,20,4-0,50,Away,Washington State,99,1-3,16,Home
2010,4,Bowling Green,99,1-3,21,Away,Michigan,21,4-0,65,Home
2010,4,Temple,99,3-1,13,Away,Penn State,23,3-1,22,Home
2010,4,Northern Colorado,99,2-2,7,Away,Michigan State,25,4-0,45,Home
