Year,Week,Games,RankedGames,RankedLosses,Upsets,HomeUpsets,UpsetMargin,CumulativeUpsets,CumulativeRankedLosses
2016,1,21,4,7,4,0,5.5,4,7
2016,2,23,0,2,2,2,3.0,6,9
2016,3,21,4,7,4,1,13.75,10,16
2016,4,16,4,5,3,1,20.0,13,21
2016,5,21,4,10,8,2,12.0,21,31
2016,6,14,4,7,5,3,13.6,26,38
